wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /Users/shuka/.netrc.
wandb: Currently logged in as: shukanth2004 (shukanth2004-the-ohio-state-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.27.0
wandb: Run data is saved locally in /Users/shuka/Documents/vscode/mechanistic_interpretability/wandb/run-20260517_130154-jl7dlsbn
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run n200-wd0.5-300k-seed0
wandb: ⭐️ View project at https://wandb.ai/shukanth2004-the-ohio-state-university/mechinterp
wandb: 🚀 View run at https://wandb.ai/shukanth2004-the-ohio-state-university/mechinterp/runs/jl7dlsbn
Generating dataset: n_nodes=6, n_graphs=200, dataset_seed=42
  train: 4,800 samples | val: 1,200 samples | vocab size: 10 | seq len: 48
Training: lr=0.001, wd=0.5, n_steps=300,000, seed=0
step    500 | train loss 1.1753 | train acc 0.523 | val loss 1.2896 | val acc 0.429 | ‖g‖ 1.6971 | 14s
step   6000 | train loss 0.5101 | train acc 0.797 | val loss 1.4000 | val acc 0.504 | ‖g‖ 7.5543 | 171s
step   6500 | train loss 0.6493 | train acc 0.703 | val loss 1.5016 | val acc 0.487 | ‖g‖ 9.1029 | 187s
step   7000 | train loss 0.4714 | train acc 0.828 | val loss 1.4891 | val acc 0.526 | ‖g‖ 11.7008 | 202s
step   7500 | train loss 0.3966 | train acc 0.875 | val loss 1.3822 | val acc 0.522 | ‖g‖ 4.9525 | 217s
step   8000 | train loss 0.4759 | train acc 0.859 | val loss 1.5653 | val acc 0.498 | ‖g‖ 9.0664 | 231s
step   8500 | train loss 0.3704 | train acc 0.859 | val loss 1.4737 | val acc 0.504 | ‖g‖ 6.5471 | 246s
step   9000 | train loss 0.4655 | train acc 0.781 | val loss 1.5827 | val acc 0.502 | ‖g‖ 9.6203 | 261s
step   9500 | train loss 0.4003 | train acc 0.844 | val loss 1.4623 | val acc 0.506 | ‖g‖ 8.4606 | 281s
step  10000 | train loss 0.3812 | train acc 0.875 | val loss 1.5415 | val acc 0.531 | ‖g‖ 8.2618 | 298s
step  10500 | train loss 0.5495 | train acc 0.766 | val loss 1.5148 | val acc 0.512 | ‖g‖ 10.7528 | 316s
step  11000 | train loss 0.3743 | train acc 0.867 | val loss 1.5099 | val acc 0.513 | ‖g‖ 10.6644 | 330s
step  11500 | train loss 0.4845 | train acc 0.766 | val loss 1.4858 | val acc 0.518 | ‖g‖ 12.4004 | 347s
step  12000 | train loss 0.6028 | train acc 0.789 | val loss 1.4441 | val acc 0.502 | ‖g‖ 18.0910 | 363s
step  12500 | train loss 0.6242 | train acc 0.758 | val loss 1.5200 | val acc 0.528 | ‖g‖ 18.8771 | 378s
step  13000 | train loss 0.3976 | train acc 0.859 | val loss 1.5014 | val acc 0.512 | ‖g‖ 8.7179 | 392s
step  13500 | train loss 0.4433 | train acc 0.844 | val loss 1.5143 | val acc 0.507 | ‖g‖ 9.8054 | 406s
step  14000 | train loss 0.4529 | train acc 0.836 | val loss 1.5615 | val acc 0.497 | ‖g‖ 10.9850 | 421s
step  14500 | train loss 0.4179 | train acc 0.828 | val loss 1.6475 | val acc 0.507 | ‖g‖ 9.7646 | 435s
step  15000 | train loss 0.3607 | train acc 0.867 | val loss 1.5775 | val acc 0.492 | ‖g‖ 7.9825 | 451s
step  15500 | train loss 0.4103 | train acc 0.812 | val loss 1.5708 | val acc 0.517 | ‖g‖ 8.3666 | 465s
step  16000 | train loss 0.4734 | train acc 0.836 | val loss 1.6327 | val acc 0.497 | ‖g‖ 10.9853 | 480s
step  16500 | train loss 0.4812 | train acc 0.797 | val loss 1.6192 | val acc 0.475 | ‖g‖ 9.5048 | 493s
step  17000 | train loss 0.4650 | train acc 0.805 | val loss 1.6250 | val acc 0.504 | ‖g‖ 15.7936 | 508s
step  17500 | train loss 0.4659 | train acc 0.781 | val loss 1.6725 | val acc 0.482 | ‖g‖ 11.8802 | 522s
step  18000 | train loss 0.4489 | train acc 0.812 | val loss 1.6287 | val acc 0.507 | ‖g‖ 11.9805 | 564s
step  18500 | train loss 0.4313 | train acc 0.836 | val loss 1.6140 | val acc 0.500 | ‖g‖ 11.2673 | 579s
step  19000 | train loss 0.4143 | train acc 0.812 | val loss 1.6972 | val acc 0.500 | ‖g‖ 16.2029 | 592s
step  19500 | train loss 0.4404 | train acc 0.828 | val loss 1.7000 | val acc 0.524 | ‖g‖ 8.8907 | 604s
step  20000 | train loss 0.4817 | train acc 0.805 | val loss 1.7006 | val acc 0.501 | ‖g‖ 11.3690 | 876s
step  20500 | train loss 0.4669 | train acc 0.828 | val loss 1.5853 | val acc 0.507 | ‖g‖ 14.2897 | 892s
step  21000 | train loss 0.4576 | train acc 0.836 | val loss 1.7931 | val acc 0.482 | ‖g‖ 12.4223 | 909s
step  21500 | train loss 0.3223 | train acc 0.898 | val loss 1.6792 | val acc 0.495 | ‖g‖ 10.0777 | 1145s
step  22000 | train loss 0.3851 | train acc 0.883 | val loss 1.6084 | val acc 0.501 | ‖g‖ 9.3114 | 1160s
step  22500 | train loss 0.3493 | train acc 0.891 | val loss 1.7034 | val acc 0.508 | ‖g‖ 11.3381 | 1177s
step  23000 | train loss 0.5102 | train acc 0.812 | val loss 1.7211 | val acc 0.502 | ‖g‖ 14.1919 | 1195s
step  23500 | train loss 0.5233 | train acc 0.836 | val loss 1.6314 | val acc 0.499 | ‖g‖ 13.3446 | 1217s
step  24000 | train loss 0.4134 | train acc 0.867 | val loss 1.7363 | val acc 0.513 | ‖g‖ 14.1092 | 1399s
step  24500 | train loss 0.3944 | train acc 0.836 | val loss 1.5945 | val acc 0.516 | ‖g‖ 8.9737 | 1415s
step  25000 | train loss 0.3140 | train acc 0.898 | val loss 1.6938 | val acc 0.514 | ‖g‖ 10.2136 | 1431s
step  25500 | train loss 0.3811 | train acc 0.859 | val loss 1.6293 | val acc 0.537 | ‖g‖ 10.6623 | 1488s
step  26000 | train loss 0.2829 | train acc 0.891 | val loss 1.6965 | val acc 0.517 | ‖g‖ 10.9778 | 1500s
step  26500 | train loss 0.4157 | train acc 0.883 | val loss 1.5954 | val acc 0.514 | ‖g‖ 11.5490 | 1518s
step  27000 | train loss 0.4134 | train acc 0.844 | val loss 1.6282 | val acc 0.525 | ‖g‖ 9.9365 | 1659s
step  27500 | train loss 0.4507 | train acc 0.828 | val loss 1.6516 | val acc 0.524 | ‖g‖ 14.8347 | 1672s
step  28000 | train loss 0.3931 | train acc 0.844 | val loss 1.6816 | val acc 0.525 | ‖g‖ 14.2644 | 1689s
step  28500 | train loss 0.3950 | train acc 0.844 | val loss 1.6308 | val acc 0.526 | ‖g‖ 10.9653 | 1707s
step  29000 | train loss 0.3375 | train acc 0.859 | val loss 1.6549 | val acc 0.510 | ‖g‖ 12.4203 | 1724s
step  29500 | train loss 0.5401 | train acc 0.812 | val loss 1.7944 | val acc 0.524 | ‖g‖ 20.4007 | 1741s
step  30000 | train loss 0.4681 | train acc 0.828 | val loss 1.6784 | val acc 0.498 | ‖g‖ 13.3130 | 1758s
step  30500 | train loss 0.3881 | train acc 0.836 | val loss 1.6931 | val acc 0.506 | ‖g‖ 13.7444 | 1776s
step  31000 | train loss 0.4360 | train acc 0.852 | val loss 1.6406 | val acc 0.517 | ‖g‖ 14.0675 | 1793s
step  31500 | train loss 0.3839 | train acc 0.844 | val loss 1.5679 | val acc 0.537 | ‖g‖ 11.8189 | 1811s
step  32000 | train loss 0.4295 | train acc 0.852 | val loss 1.7046 | val acc 0.505 | ‖g‖ 11.6527 | 1830s
step  32500 | train loss 0.3348 | train acc 0.891 | val loss 1.6498 | val acc 0.522 | ‖g‖ 10.2262 | 1848s
step  33000 | train loss 0.3747 | train acc 0.883 | val loss 1.7206 | val acc 0.513 | ‖g‖ 17.5412 | 1866s
step  33500 | train loss 0.5281 | train acc 0.797 | val loss 1.6537 | val acc 0.507 | ‖g‖ 15.9654 | 1885s
step  34000 | train loss 0.5338 | train acc 0.781 | val loss 1.6565 | val acc 0.522 | ‖g‖ 13.8925 | 1903s
step  34500 | train loss 0.3910 | train acc 0.867 | val loss 1.5952 | val acc 0.496 | ‖g‖ 11.9090 | 1921s
step  35000 | train loss 0.3709 | train acc 0.883 | val loss 1.7333 | val acc 0.487 | ‖g‖ 14.0469 | 1939s
step  35500 | train loss 0.3705 | train acc 0.867 | val loss 1.7278 | val acc 0.495 | ‖g‖ 13.5582 | 1957s
step  36000 | train loss 0.4017 | train acc 0.852 | val loss 1.6859 | val acc 0.509 | ‖g‖ 14.5890 | 1976s
step  36500 | train loss 0.3447 | train acc 0.875 | val loss 1.7267 | val acc 0.503 | ‖g‖ 11.6929 | 1994s
step  37000 | train loss 0.3887 | train acc 0.852 | val loss 1.6747 | val acc 0.527 | ‖g‖ 11.9401 | 2012s
step  37500 | train loss 0.4848 | train acc 0.805 | val loss 1.7536 | val acc 0.515 | ‖g‖ 14.4943 | 2030s
step  38000 | train loss 0.4377 | train acc 0.805 | val loss 1.6428 | val acc 0.486 | ‖g‖ 10.7307 | 2049s
step  38500 | train loss 0.4233 | train acc 0.883 | val loss 1.7153 | val acc 0.515 | ‖g‖ 13.2467 | 2067s
step  39000 | train loss 0.3497 | train acc 0.844 | val loss 1.7029 | val acc 0.514 | ‖g‖ 14.9292 | 2085s
step  39500 | train loss 0.3753 | train acc 0.891 | val loss 1.7385 | val acc 0.504 | ‖g‖ 15.2723 | 2103s
step  40000 | train loss 0.3940 | train acc 0.859 | val loss 1.7004 | val acc 0.515 | ‖g‖ 11.8948 | 2123s
step  40500 | train loss 0.3114 | train acc 0.883 | val loss 1.6831 | val acc 0.509 | ‖g‖ 11.7534 | 2141s
step  41000 | train loss 0.4756 | train acc 0.812 | val loss 1.6644 | val acc 0.512 | ‖g‖ 13.7278 | 2160s
step  41500 | train loss 0.5071 | train acc 0.797 | val loss 1.6461 | val acc 0.521 | ‖g‖ 16.4282 | 2179s
step  42000 | train loss 0.4628 | train acc 0.820 | val loss 1.7175 | val acc 0.518 | ‖g‖ 15.5753 | 2198s
step  42500 | train loss 0.2761 | train acc 0.891 | val loss 1.6464 | val acc 0.509 | ‖g‖ 9.2867 | 2216s
step  43000 | train loss 0.3903 | train acc 0.852 | val loss 1.7410 | val acc 0.498 | ‖g‖ 12.9675 | 2235s
step  43500 | train loss 0.3905 | train acc 0.867 | val loss 1.7233 | val acc 0.479 | ‖g‖ 12.4111 | 2254s
step  44000 | train loss 0.3751 | train acc 0.891 | val loss 1.7069 | val acc 0.510 | ‖g‖ 14.3375 | 2272s
step  44500 | train loss 0.3178 | train acc 0.867 | val loss 1.5840 | val acc 0.532 | ‖g‖ 11.8666 | 2292s
step  45000 | train loss 0.5398 | train acc 0.797 | val loss 1.7346 | val acc 0.513 | ‖g‖ 19.6413 | 2311s
step  45500 | train loss 0.3125 | train acc 0.922 | val loss 1.7268 | val acc 0.493 | ‖g‖ 11.7837 | 2330s
step  46000 | train loss 0.3975 | train acc 0.859 | val loss 1.7231 | val acc 0.488 | ‖g‖ 14.5902 | 2349s
step  46500 | train loss 0.3026 | train acc 0.898 | val loss 1.6772 | val acc 0.520 | ‖g‖ 11.0918 | 2368s
step  47000 | train loss 0.3926 | train acc 0.883 | val loss 1.7995 | val acc 0.507 | ‖g‖ 14.9506 | 2387s
step  47500 | train loss 0.3402 | train acc 0.922 | val loss 1.6569 | val acc 0.512 | ‖g‖ 14.8531 | 2406s
step  48000 | train loss 0.3210 | train acc 0.875 | val loss 1.6986 | val acc 0.514 | ‖g‖ 10.8765 | 2425s
step  48500 | train loss 0.3974 | train acc 0.844 | val loss 1.6819 | val acc 0.523 | ‖g‖ 12.8125 | 2444s
step  49000 | train loss 0.3566 | train acc 0.859 | val loss 1.6665 | val acc 0.514 | ‖g‖ 14.3664 | 2463s
step  49500 | train loss 0.3516 | train acc 0.867 | val loss 1.7599 | val acc 0.503 | ‖g‖ 13.8256 | 2482s
step  50000 | train loss 0.3819 | train acc 0.812 | val loss 1.6622 | val acc 0.508 | ‖g‖ 13.5625 | 2502s
step  50500 | train loss 0.5111 | train acc 0.781 | val loss 1.6657 | val acc 0.497 | ‖g‖ 14.2817 | 2520s
step  51000 | train loss 0.4214 | train acc 0.812 | val loss 1.6807 | val acc 0.507 | ‖g‖ 13.6527 | 2539s
step  51500 | train loss 0.3816 | train acc 0.852 | val loss 1.6957 | val acc 0.487 | ‖g‖ 12.7188 | 2558s
step  52000 | train loss 0.4045 | train acc 0.820 | val loss 1.7206 | val acc 0.505 | ‖g‖ 16.1442 | 2576s
step  52500 | train loss 0.5213 | train acc 0.742 | val loss 1.7112 | val acc 0.487 | ‖g‖ 16.0980 | 2595s
step  53000 | train loss 0.3815 | train acc 0.859 | val loss 1.6610 | val acc 0.506 | ‖g‖ 15.8769 | 2613s
step  53500 | train loss 0.4001 | train acc 0.852 | val loss 1.6911 | val acc 0.495 | ‖g‖ 14.8282 | 2632s
step  54000 | train loss 0.4117 | train acc 0.852 | val loss 1.6237 | val acc 0.509 | ‖g‖ 13.4059 | 2651s
step  54500 | train loss 0.3450 | train acc 0.883 | val loss 1.6831 | val acc 0.508 | ‖g‖ 13.7055 | 2671s
step  55000 | train loss 0.3792 | train acc 0.844 | val loss 1.6746 | val acc 0.497 | ‖g‖ 10.3067 | 2689s
step  55500 | train loss 0.4894 | train acc 0.812 | val loss 1.7234 | val acc 0.487 | ‖g‖ 14.8129 | 2707s
step  56000 | train loss 0.4078 | train acc 0.812 | val loss 1.7463 | val acc 0.525 | ‖g‖ 15.4669 | 2726s
step  56500 | train loss 0.4135 | train acc 0.836 | val loss 1.7142 | val acc 0.503 | ‖g‖ 15.8289 | 2744s
step  57000 | train loss 0.3906 | train acc 0.852 | val loss 1.6726 | val acc 0.482 | ‖g‖ 14.8780 | 2763s
step  57500 | train loss 0.6227 | train acc 0.773 | val loss 1.7191 | val acc 0.519 | ‖g‖ 15.8279 | 2782s
step  58000 | train loss 0.3663 | train acc 0.891 | val loss 1.6026 | val acc 0.493 | ‖g‖ 13.6671 | 2800s
step  58500 | train loss 0.4916 | train acc 0.805 | val loss 1.6721 | val acc 0.525 | ‖g‖ 15.5344 | 2819s
step  59000 | train loss 0.3451 | train acc 0.844 | val loss 1.7508 | val acc 0.521 | ‖g‖ 15.8853 | 2839s
step  59500 | train loss 0.3101 | train acc 0.867 | val loss 1.6987 | val acc 0.493 | ‖g‖ 9.9906 | 2859s
step  60000 | train loss 0.3264 | train acc 0.883 | val loss 1.7123 | val acc 0.523 | ‖g‖ 11.7024 | 2878s
step  60500 | train loss 0.3604 | train acc 0.891 | val loss 1.8292 | val acc 0.487 | ‖g‖ 13.4393 | 2897s
step  61000 | train loss 0.3801 | train acc 0.844 | val loss 1.7135 | val acc 0.501 | ‖g‖ 13.4663 | 2914s
step  61500 | train loss 0.3093 | train acc 0.891 | val loss 1.6764 | val acc 0.519 | ‖g‖ 11.6440 | 2928s
step  62000 | train loss 0.3022 | train acc 0.906 | val loss 1.7088 | val acc 0.489 | ‖g‖ 10.8682 | 2943s
step  62500 | train loss 0.4934 | train acc 0.797 | val loss 1.7136 | val acc 0.486 | ‖g‖ 16.7120 | 2959s
step  63000 | train loss 0.4336 | train acc 0.820 | val loss 1.7075 | val acc 0.482 | ‖g‖ 14.7563 | 2974s
step  63500 | train loss 0.3655 | train acc 0.859 | val loss 1.7125 | val acc 0.492 | ‖g‖ 13.1938 | 2989s
step  64000 | train loss 0.5025 | train acc 0.773 | val loss 1.6943 | val acc 0.478 | ‖g‖ 14.7807 | 3004s
step  64500 | train loss 0.3949 | train acc 0.836 | val loss 1.6737 | val acc 0.503 | ‖g‖ 15.1872 | 3019s
step  65000 | train loss 0.3798 | train acc 0.859 | val loss 1.7831 | val acc 0.506 | ‖g‖ 13.2723 | 3035s
step  65500 | train loss 0.4563 | train acc 0.859 | val loss 1.7332 | val acc 0.483 | ‖g‖ 17.5813 | 3049s
step  66000 | train loss 0.3951 | train acc 0.828 | val loss 1.7322 | val acc 0.492 | ‖g‖ 12.7050 | 3064s
step  66500 | train loss 0.3646 | train acc 0.828 | val loss 1.6611 | val acc 0.506 | ‖g‖ 16.8220 | 3082s
step  67000 | train loss 0.5071 | train acc 0.805 | val loss 1.6990 | val acc 0.504 | ‖g‖ 19.1738 | 3098s
step  67500 | train loss 0.5487 | train acc 0.797 | val loss 1.7947 | val acc 0.474 | ‖g‖ 23.4469 | 3115s
step  68000 | train loss 0.4271 | train acc 0.844 | val loss 1.6393 | val acc 0.507 | ‖g‖ 16.8994 | 3132s
step  68500 | train loss 0.4630 | train acc 0.797 | val loss 1.6859 | val acc 0.532 | ‖g‖ 14.6020 | 3151s
step  69000 | train loss 0.3086 | train acc 0.867 | val loss 1.7068 | val acc 0.502 | ‖g‖ 11.1667 | 3169s
step  69500 | train loss 0.2758 | train acc 0.883 | val loss 1.7756 | val acc 0.528 | ‖g‖ 14.1857 | 3189s
step  70000 | train loss 0.3894 | train acc 0.883 | val loss 1.7355 | val acc 0.517 | ‖g‖ 12.9656 | 3208s
step  70500 | train loss 0.4135 | train acc 0.828 | val loss 1.6475 | val acc 0.510 | ‖g‖ 11.8748 | 3244s
step  71000 | train loss 0.5330 | train acc 0.836 | val loss 1.6717 | val acc 0.504 | ‖g‖ 16.5926 | 3259s
step  71500 | train loss 0.5160 | train acc 0.805 | val loss 1.7595 | val acc 0.521 | ‖g‖ 20.2345 | 3272s
step  72000 | train loss 0.3757 | train acc 0.875 | val loss 1.6803 | val acc 0.498 | ‖g‖ 13.2630 | 3284s
step  72500 | train loss 0.4203 | train acc 0.844 | val loss 1.7320 | val acc 0.499 | ‖g‖ 15.1449 | 4331s
step  73000 | train loss 0.4305 | train acc 0.859 | val loss 1.6869 | val acc 0.474 | ‖g‖ 11.0565 | 4348s
step  73500 | train loss 0.3671 | train acc 0.859 | val loss 1.7278 | val acc 0.498 | ‖g‖ 16.0443 | 4366s
step  74000 | train loss 0.3779 | train acc 0.891 | val loss 1.6706 | val acc 0.502 | ‖g‖ 14.4501 | 4383s
step  74500 | train loss 0.3322 | train acc 0.891 | val loss 1.7518 | val acc 0.508 | ‖g‖ 14.9572 | 4401s
