wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /Users/shuka/.netrc.
wandb: Currently logged in as: shukanth2004 (shukanth2004-the-ohio-state-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run mwzyvl4o
wandb: Tracking run with wandb version 0.27.0
wandb: Run data is saved locally in /Users/shuka/Documents/vscode/mechanistic_interpretability/wandb/run-20260517_054239-mwzyvl4o
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run confused-valley-1
wandb: ⭐️ View project at https://wandb.ai/shukanth2004-the-ohio-state-university/mechinterp
wandb: 🚀 View run at https://wandb.ai/shukanth2004-the-ohio-state-university/mechinterp/runs/mwzyvl4o
Generating dataset: n_nodes=6, n_graphs=1000, dataset_seed=42
  train: 24,000 samples | val: 6,000 samples | vocab size: 10 | seq len: 48
Training: lr=0.001, wd=1.0, n_steps=100,000, seed=0
step    500 | train loss 1.2176 | train acc 0.484 | val loss 1.2938 | val acc 0.430 | ‖g‖ 1.2290 | 14s
step  75500 | train loss 0.8665 | train acc 0.617 | val loss 0.8705 | val acc 0.616 | ‖g‖ 7.6207 | 4241s
step  76000 | train loss 0.8352 | train acc 0.602 | val loss 0.8831 | val acc 0.603 | ‖g‖ 4.5996 | 4260s
step  76500 | train loss 0.9165 | train acc 0.609 | val loss 0.9113 | val acc 0.604 | ‖g‖ 8.4912 | 4279s
step  77000 | train loss 0.9157 | train acc 0.648 | val loss 0.9127 | val acc 0.595 | ‖g‖ 6.8034 | 4303s
step  77500 | train loss 0.8965 | train acc 0.562 | val loss 0.8793 | val acc 0.609 | ‖g‖ 7.3200 | 4333s
step  78000 | train loss 0.9185 | train acc 0.617 | val loss 0.8849 | val acc 0.604 | ‖g‖ 7.0983 | 4369s
step  78500 | train loss 0.8242 | train acc 0.602 | val loss 0.8914 | val acc 0.605 | ‖g‖ 5.3999 | 4399s
step  79000 | train loss 0.8591 | train acc 0.562 | val loss 0.8824 | val acc 0.612 | ‖g‖ 6.7223 | 4428s
step  79500 | train loss 0.9437 | train acc 0.547 | val loss 0.8884 | val acc 0.604 | ‖g‖ 9.0008 | 4456s
step  80000 | train loss 0.9293 | train acc 0.594 | val loss 0.8864 | val acc 0.608 | ‖g‖ 6.8825 | 4496s
step  80500 | train loss 0.9623 | train acc 0.562 | val loss 0.8616 | val acc 0.617 | ‖g‖ 8.4654 | 4531s
step  81000 | train loss 0.8677 | train acc 0.570 | val loss 0.8856 | val acc 0.597 | ‖g‖ 5.9892 | 4571s
step  81500 | train loss 0.8959 | train acc 0.570 | val loss 0.8892 | val acc 0.609 | ‖g‖ 8.0576 | 4598s
step  82000 | train loss 0.7947 | train acc 0.633 | val loss 0.8812 | val acc 0.607 | ‖g‖ 5.3601 | 4622s
step  82500 | train loss 0.8397 | train acc 0.633 | val loss 0.9101 | val acc 0.595 | ‖g‖ 5.8964 | 4645s
step  83000 | train loss 0.8532 | train acc 0.641 | val loss 0.9105 | val acc 0.595 | ‖g‖ 8.4421 | 4669s
step  83500 | train loss 0.8253 | train acc 0.672 | val loss 0.8864 | val acc 0.595 | ‖g‖ 5.3315 | 4692s
step  84000 | train loss 0.7516 | train acc 0.672 | val loss 0.9166 | val acc 0.595 | ‖g‖ 7.1642 | 4725s
step  84500 | train loss 0.8978 | train acc 0.562 | val loss 0.8884 | val acc 0.608 | ‖g‖ 7.5613 | 4757s
step  85000 | train loss 0.7723 | train acc 0.664 | val loss 0.8865 | val acc 0.609 | ‖g‖ 4.3882 | 4791s
step  85500 | train loss 0.8189 | train acc 0.609 | val loss 0.8798 | val acc 0.612 | ‖g‖ 11.3282 | 4816s
step  86000 | train loss 0.9451 | train acc 0.609 | val loss 0.9660 | val acc 0.579 | ‖g‖ 12.3248 | 4839s
step  86500 | train loss 0.8673 | train acc 0.641 | val loss 0.9246 | val acc 0.601 | ‖g‖ 9.4187 | 4869s
step  87000 | train loss 0.8874 | train acc 0.617 | val loss 0.9201 | val acc 0.599 | ‖g‖ 14.4164 | 4893s
step  87500 | train loss 0.8966 | train acc 0.609 | val loss 0.9232 | val acc 0.599 | ‖g‖ 15.8775 | 4919s
step  88000 | train loss 0.9012 | train acc 0.586 | val loss 0.9487 | val acc 0.585 | ‖g‖ 5.1997 | 4943s
step  88500 | train loss 0.7688 | train acc 0.633 | val loss 0.9348 | val acc 0.591 | ‖g‖ 9.9744 | 4970s
step  89000 | train loss 0.8638 | train acc 0.594 | val loss 0.9665 | val acc 0.576 | ‖g‖ 6.9652 | 5005s
step  89500 | train loss 0.9423 | train acc 0.664 | val loss 0.9462 | val acc 0.588 | ‖g‖ 9.1683 | 5040s
step  90000 | train loss 0.9580 | train acc 0.594 | val loss 0.9510 | val acc 0.596 | ‖g‖ 11.6223 | 5067s
step  90500 | train loss 0.9369 | train acc 0.586 | val loss 0.9528 | val acc 0.593 | ‖g‖ 8.8293 | 5091s
step  91000 | train loss 0.8810 | train acc 0.625 | val loss 0.9474 | val acc 0.585 | ‖g‖ 16.1824 | 5115s
step  91500 | train loss 0.9072 | train acc 0.602 | val loss 0.9421 | val acc 0.579 | ‖g‖ 12.9524 | 5138s
step  92000 | train loss 0.9134 | train acc 0.602 | val loss 0.9523 | val acc 0.584 | ‖g‖ 7.5729 | 5168s
step  92500 | train loss 0.8530 | train acc 0.641 | val loss 0.9410 | val acc 0.603 | ‖g‖ 13.8002 | 5198s
step  93000 | train loss 0.7768 | train acc 0.641 | val loss 0.9364 | val acc 0.601 | ‖g‖ 8.8990 | 5233s
step  93500 | train loss 0.8454 | train acc 0.633 | val loss 0.9440 | val acc 0.591 | ‖g‖ 9.5888 | 5269s
step  94000 | train loss 0.8781 | train acc 0.555 | val loss 0.9675 | val acc 0.575 | ‖g‖ 12.2502 | 5299s
step  94500 | train loss 0.8765 | train acc 0.656 | val loss 0.9391 | val acc 0.596 | ‖g‖ 10.4087 | 5326s
step  95000 | train loss 0.9338 | train acc 0.570 | val loss 0.9375 | val acc 0.593 | ‖g‖ 11.1777 | 5351s
step  95500 | train loss 0.9234 | train acc 0.555 | val loss 0.9349 | val acc 0.595 | ‖g‖ 8.5454 | 5377s
step  96000 | train loss 0.9516 | train acc 0.570 | val loss 0.9822 | val acc 0.588 | ‖g‖ 10.1604 | 5402s
step  96500 | train loss 0.9670 | train acc 0.609 | val loss 1.0076 | val acc 0.574 | ‖g‖ 13.3583 | 5428s
step  97000 | train loss 0.8065 | train acc 0.688 | val loss 0.9769 | val acc 0.575 | ‖g‖ 5.3843 | 5458s
step  97500 | train loss 0.9752 | train acc 0.516 | val loss 0.9387 | val acc 0.583 | ‖g‖ 6.2944 | 5489s
